Year	   month	Tmax	Tmin	Prec	PAR	CO2
1800-1901	1	-12.60	-25.70	43.00	238.79	295.80
1800-1901	2	-11.70	-24.80	24.00	418.48	295.80
1800-1901	3	-4.40	-19.30	65.00	644.62	295.80
1800-1901	4	7.90	-5.20	47.00	787.34	295.80
1800-1901	5	16.70	2.60	56.00	698.81	295.80
1800-1901	6	20.60	7.20	89.00	1058.03	295.80
1800-1901	7	23.40	11.30	85.00	1033.60	295.80
1800-1901	8	21.50	9.20	101.00	822.47	295.80
1800-1901	9	14.60	5.00	90.00	486.79	295.80
1800-1901	10	7.00	-0.90	87.00	306.36	295.80
1800-1901	11	-3.00	-10.50	54.00	168.79	295.80
1800-1901	12	-10.00	-20.60	67.00	167.92	295.80
1902	1	-11.30	-24.00	46.00	219.60	296.48
1902	2	-8.30	-20.90	23.00	393.40	296.48
1902	3	0.40	-13.80	62.00	627.52	296.48
1902	4	5.50	-6.70	40.00	862.66	296.48
1902	5	13.60	0.70	82.00	938.31	296.48
1902	6	15.30	4.50	150.00	983.47	296.48
1902	7	22.40	9.90	89.00	864.25	296.48
1902	8	20.20	8.20	78.00	802.31	296.48
1902	9	14.50	5.30	98.00	486.17	296.48
1902	10	5.50	-1.40	83.00	365.70	296.48
1902	11	-0.20	-7.50	60.00	150.56	296.48
1902	12	-11.40	-22.70	49.00	141.72	296.48
1903	1	-11.90	-24.40	38.00	218.56	296.83
1903	2	-9.30	-23.00	33.00	364.18	296.83
1903	3	-0.90	-15.30	53.00	530.63	296.83
1903	4	5.80	-7.70	49.00	754.46	296.83
1903	5	14.40	1.00	89.00	944.57	296.83
1903	6	18.10	6.00	62.00	902.61	296.83
1903	7	21.10	9.60	94.00	886.26	296.83
1903	8	17.90	7.00	114.00	602.60	296.83
1903	9	13.80	4.20	108.00	557.76	296.83
1903	10	7.70	-0.90	81.00	364.82	296.83
1903	11	-2.30	-10.10	58.00	180.74	296.83
1903	12	-12.30	-24.20	44.00	165.24	296.83
1904	1	-15.30	-27.90	60.00	180.46	297.20
1904	2	-15.40	-30.10	31.00	404.57	297.20
1904	3	-5.40	-19.60	67.00	614.05	297.20
1904	4	3.70	-8.70	54.00	719.02	297.20
1904	5	15.90	2.70	82.00	819.98	297.20
1904	6	19.00	6.00	69.00	822.66	297.20
1904	7	22.20	8.90	73.00	1167.88	297.20
1904	8	19.40	6.80	82.00	761.27	297.20
1904	9	12.40	3.00	70.00	423.03	297.20
1904	10	6.20	-1.70	54.00	340.21	297.20
1904	11	-0.50	-8.20	14.00	155.34	297.20
1904	12	-13.00	-23.90	42.00	170.16	297.20
1905	1	-15.60	-28.90	51.00	242.79	297.63
1905	2	-11.80	-26.10	19.00	366.83	297.63
1905	3	-2.10	-17.70	26.00	637.57	297.63
1905	4	3.90	-7.30	42.00	763.60	297.63
1905	5	13.90	1.10	73.00	1065.22	297.63
1905	6	19.70	5.80	72.00	990.20	297.63
1905	7	22.50	9.90	107.00	1044.84	297.63
1905	8	20.30	8.10	87.00	977.09	297.63
1905	9	15.30	5.60	102.00	576.14	297.63
1905	10	6.20	-2.10	78.00	354.04	297.63
1905	11	-1.70	-9.90	28.00	208.35	297.63
1905	12	-7.50	-19.30	38.00	194.89	297.63
1906	1	-9.10	-21.40	47.00	206.03	298.08
1906	2	-9.40	-25.40	20.00	391.94	298.08
1906	3	-6.90	-22.00	37.00	553.81	298.08
1906	4	6.60	-6.60	13.00	762.77	298.08
1906	5	13.30	0.40	48.00	802.83	298.08
1906	6	20.90	8.40	93.00	853.06	298.08
1906	7	23.50	10.00	75.00	848.79	298.08
1906	8	22.60	9.70	97.00	590.10	298.08
1906	9	16.20	6.10	93.00	528.63	298.08
1906	10	7.40	-0.40	94.00	333.72	298.08
1906	11	-1.10	-9.00	55.00	214.03	298.08
1906	12	-11.70	-23.60	33.00	171.13	298.08
1907	1	-15.40	-30.30	51.00	214.54	298.50
1907	2	-12.50	-28.50	30.00	361.67	298.50
1907	3	-2.90	-18.40	43.00	520.30	298.50
1907	4	0.30	-11.70	32.00	834.60	298.50
1907	5	8.60	-3.50	60.00	865.42	298.50
1907	6	19.60	5.90	81.00	1059.97	298.50
1907	7	21.60	9.10	109.00	831.54	298.50
1907	8	19.10	7.30	111.00	657.29	298.50
1907	9	13.40	4.20	121.00	630.63	298.50
1907	10	5.70	-3.40	54.00	313.22	298.50
1907	11	-1.00	-10.00	32.00	163.64	298.50
1907	12	-7.50	-18.80	29.00	151.19	298.50
1908	1	-10.50	-26.30	35.00	206.02	298.90
1908	2	-10.70	-24.20	46.00	390.15	298.90
1908	3	-4.60	-21.70	48.00	669.48	298.90
1908	4	3.80	-9.80	35.00	755.06	298.90
1908	5	14.50	1.60	77.00	873.52	298.90
1908	6	20.50	6.80	87.00	1051.08	298.90
1908	7	24.20	10.00	60.00	1061.00	298.90
1908	8	20.40	8.30	86.00	689.92	298.90
1908	9	18.60	6.40	40.00	561.18	298.90
1908	10	8.80	0.10	58.00	326.32	298.90
1908	11	-0.40	-7.80	44.00	188.06	298.90
1908	12	-11.00	-22.90	30.00	158.25	298.90
1909	1	-13.90	-26.90	57.00	219.45	299.30
1909	2	-11.40	-26.40	44.00	352.81	299.30
1909	3	-3.60	-17.60	40.00	617.24	299.30
1909	4	2.60	-10.10	67.00	703.22	299.30
1909	5	13.40	0.60	69.00	962.95	299.30
1909	6	19.70	6.10	73.00	783.82	299.30
1909	7	22.20	9.20	116.00	844.43	299.30
1909	8	21.90	9.20	78.00	785.70	299.30
1909	9	14.30	4.70	102.00	520.27	299.30
1909	10	6.70	-0.60	69.00	311.09	299.30
1909	11	0.50	-7.70	55.00	157.34	299.30
1909	12	-8.80	-18.40	75.00	134.77	299.30
1910	1	-10.80	-22.80	52.00	182.57	299.70
1910	2	-12.60	-27.40	39.00	389.31	299.70
1910	3	0.30	-14.40	41.00	585.22	299.70
1910	4	7.60	-5.10	52.00	835.19	299.70
1910	5	13.30	0.00	72.00	860.28	299.70
1910	6	20.60	6.50	56.00	1099.33	299.70
1910	7	23.10	9.50	89.00	888.02	299.70
1910	8	19.90	8.00	86.00	823.07	299.70
1910	9	13.20	3.90	91.00	512.73	299.70
1910	10	7.70	-0.50	76.00	332.58	299.70
1910	11	-2.70	-8.30	62.00	222.70	299.70
1910	12	-11.30	-22.50	45.00	145.60	299.70
1911	1	-14.30	-29.60	39.00	207.77	300.08
1911	2	-10.60	-24.80	21.00	410.63	300.08
1911	3	-2.60	-18.20	32.00	583.83	300.08
1911	4	5.10	-8.50	29.00	788.20	300.08
1911	5	17.30	3.00	50.00	776.12	300.08
1911	6	20.10	7.40	76.00	1002.37	300.08
1911	7	23.30	10.10	98.00	993.26	300.08
1911	8	21.00	8.40	97.00	702.20	300.08
1911	9	13.40	2.90	93.00	445.04	300.08
1911	10	6.60	-1.30	81.00	345.17	300.08
1911	11	-4.10	-12.10	81.00	212.66	300.08
1911	12	-6.70	-16.00	41.00	151.93	300.08
1912	1	-18.60	-31.20	44.00	197.09	300.43
1912	2	-11.20	-24.10	27.00	374.75	300.43
1912	3	-4.90	-23.30	37.00	622.26	300.43
1912	4	4.80	-9.70	37.00	731.51	300.43
1912	5	14.90	1.00	81.00	933.43	300.43
1912	6	19.00	5.40	62.00	886.68	300.43
1912	7	21.90	8.70	98.00	923.25	300.43
